"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1199",0,1,0,0,0,0,0,1,0,0
"1200",1,1,0,1,1,1,1,2,1,2
"1201",0,0,0,0,0,0,0,0,0,0
"1202",0,0,0,0,0,1,0,1,1,2
"1203",1,0,0,0,0,0,0,0,1,1
"1204",0,0,0,0,0,2,0,2,1,1
"1205",0,0,0,0,0,0,0,1,1,1
"1206",2,2,0,0,2,0,2,2,1,3
"1207",0,0,0,0,1,0,0,0,0,2
"1208",1,0,1,0,0,1,1,1,1,1
"1209",0,0,0,0,0,0,1,0,1,0
"1210",1,1,0,0,0,0,0,0,1,0
"1211",0,0,0,0,0,0,0,0,0,1
"1212",1,0,0,0,1,1,0,2,2,2
"1213",0,0,0,0,1,0,0,0,0,2
"1214",1,0,0,0,1,0,0,1,2,1
"1215",0,1,0,0,0,0,1,1,0,3
"1216",0,0,0,1,0,0,0,0,0,1
"1217",0,0,0,0,0,0,0,0,0,0
"1218",1,1,0,1,1,0,2,1,2,1
"1219",2,1,0,2,0,0,1,0,2,0
"1220",0,1,0,0,0,0,2,0,0,0
"1221",0,0,0,1,1,0,0,1,0,1
"1222",1,1,0,1,1,0,1,1,0,1
"1223",0,0,0,0,0,0,0,0,0,0
"1224",0,0,0,0,0,0,0,0,0,0
"1225",0,0,0,0,0,0,0,2,0,0
"1226",0,1,0,0,1,0,0,1,0,1
"1227",0,1,0,0,1,2,0,1,2,2
"1228",0,0,0,0,0,0,0,0,0,0
"1229",0,0,0,0,0,0,0,0,0,1
"1230",1,2,0,1,1,2,0,1,3,3
"1231",1,0,0,0,0,1,0,0,1,0
"1232",0,0,0,0,0,0,0,0,0,0
"1233",0,0,0,0,0,0,0,0,0,0
"1234",1,0,0,1,1,1,0,2,2,3
"1235",1,0,0,1,0,1,0,0,1,0
"1236",1,0,1,1,0,0,0,0,1,2
"1237",0,1,0,0,1,0,0,1,0,1
"1238",1,1,0,1,1,0,0,1,0,1
"1239",1,1,0,0,0,1,0,1,1,1
"1240",0,0,0,0,0,0,0,0,0,0
"1241",0,0,0,0,0,0,0,0,0,1
"1242",0,0,0,0,0,0,0,1,0,1
"1243",0,1,0,0,1,0,0,1,0,2
"1244",0,0,0,0,0,0,0,0,0,0
"1245",0,0,0,0,0,0,0,1,0,1
"1246",0,0,0,1,0,1,0,1,2,1
"1247",2,1,1,2,0,1,0,0,2,0
"1248",0,0,0,0,0,0,0,0,0,0
"1249",1,2,0,2,1,1,0,2,2,4
"1250",0,0,0,0,0,0,0,1,0,0
"1251",1,1,0,1,0,0,0,0,0,0
"1252",0,0,0,0,0,1,0,0,1,0
"1253",0,0,0,1,0,1,0,0,1,1
"1254",0,0,0,1,0,0,1,1,0,1
"1255",0,1,1,1,1,0,0,2,1,2
"1256",0,1,0,0,1,0,0,2,0,1
"1257",0,1,0,0,1,0,2,3,0,2
"1258",2,0,0,2,1,2,0,2,2,1
"1259",1,0,1,0,0,1,0,0,1,0
"1260",1,2,0,1,1,0,0,2,1,1
"1261",2,0,1,2,0,1,0,0,2,0
"1262",0,2,1,0,1,1,2,2,0,2
"1263",1,1,0,0,1,1,1,2,1,2
"1264",1,0,0,1,0,0,0,0,1,0
"1265",0,0,0,0,0,0,0,0,0,0
"1266",2,1,1,1,0,0,0,1,1,1
"1267",0,0,0,2,0,1,0,1,2,2
"1268",1,0,1,1,0,0,0,2,1,2
"1269",0,1,0,1,0,1,1,2,2,3
"1270",0,0,0,0,0,0,1,1,0,2
"1271",0,0,0,0,0,0,0,0,0,0
"1272",0,0,0,0,0,0,0,0,0,0
"1273",0,0,0,0,0,0,0,1,0,1
"1274",1,0,1,0,0,0,1,2,1,0
"1275",0,1,0,0,1,2,0,1,2,2
"1276",1,1,1,2,1,1,1,2,4,3
"1277",0,1,0,1,2,0,1,2,0,2
"1278",0,1,0,1,1,0,1,0,1,1
"1279",1,0,1,1,0,1,1,0,1,0
"1280",0,1,0,0,0,0,0,0,1,0
"1281",0,1,0,0,0,0,0,0,0,0
"1282",0,0,0,1,0,0,0,0,1,1
"1283",0,1,0,0,1,0,0,0,0,1
"1284",1,2,0,0,1,0,1,1,0,2
"1285",0,0,0,0,0,0,0,1,0,1
"1286",0,0,0,0,0,0,0,1,0,0
"1287",1,0,0,0,0,0,0,1,0,1
"1288",0,0,0,2,0,1,0,0,2,0
"1289",0,0,0,0,0,0,0,0,0,0
"1290",0,0,0,0,0,0,0,1,0,1
"1291",0,0,0,0,0,0,0,0,0,0
"1292",0,0,0,0,0,0,0,0,0,1
"1293",1,0,0,0,0,0,1,1,1,1
"1294",0,0,0,0,0,0,0,1,0,0
"1295",2,2,0,2,2,0,1,2,1,3
"1296",0,1,0,0,1,0,0,0,0,1
"1297",1,1,1,2,0,1,0,1,2,1
"1298",2,1,0,3,0,1,1,3,1,3
"1299",0,0,0,1,0,0,1,1,1,1
"1300",1,0,0,1,0,1,0,0,1,0
"1301",0,0,0,1,0,0,0,1,0,1
"1302",2,0,0,1,0,0,0,0,1,1
"1303",1,0,1,1,0,1,0,0,1,0
"1304",0,3,0,0,1,0,0,0,1,2
"1305",0,0,0,0,0,0,0,2,0,1
"1306",0,1,0,0,2,0,1,2,0,3
"1307",1,0,1,1,0,0,0,0,3,1
"1308",1,1,0,2,1,0,0,1,0,2
"1309",0,1,0,0,1,0,1,1,0,2
"1310",0,0,0,0,1,0,0,1,0,2
"1311",0,0,0,0,1,0,0,0,0,1
"1312",1,0,0,0,0,1,1,0,1,1
"1313",0,1,0,0,1,0,0,0,0,1
"1314",0,1,0,0,1,0,1,3,0,3
"1315",1,0,0,0,0,0,0,1,1,0
"1316",3,2,0,3,1,1,0,2,2,2
"1317",0,0,0,0,0,0,1,1,1,1
"1318",1,0,0,1,0,0,0,1,2,1
"1319",1,1,0,0,1,1,1,1,1,1
"1320",0,0,0,0,0,0,0,0,0,0
"1321",0,1,0,0,0,0,0,0,1,0
"1322",0,0,0,0,0,0,0,1,0,0
"1323",0,2,0,0,2,0,1,2,1,2
"1324",0,1,0,0,1,0,0,2,0,1
"1325",0,2,0,0,1,1,1,0,1,2
"1326",0,0,0,0,0,0,0,0,0,0
"1327",0,0,0,0,0,0,0,0,0,1
"1328",0,0,0,0,0,0,0,0,0,1
"1329",0,0,0,0,0,0,0,0,0,0
"1330",0,0,0,0,0,0,0,0,0,1
"1331",0,0,0,0,0,0,0,0,0,0
"1332",0,2,0,0,1,0,1,1,1,1
"1333",0,1,0,0,0,0,0,0,2,0
"1334",0,1,0,0,1,0,0,1,0,1
"1335",0,0,0,0,0,0,0,0,0,0
"1336",0,1,0,0,1,0,1,2,0,3
"1337",0,1,0,0,0,0,0,0,0,1
"1338",0,1,0,0,1,0,1,1,0,1
"1339",2,1,0,1,0,0,0,0,2,0
"1340",0,0,0,0,0,1,0,1,1,1
"1341",0,0,0,0,0,0,0,0,0,1
"1342",0,0,0,1,0,1,0,0,1,0
"1343",0,0,0,1,0,0,0,1,1,1
"1344",0,0,0,0,0,0,0,0,0,0
"1345",0,1,0,0,0,0,0,1,1,2
"1346",2,1,1,0,0,0,0,0,2,0
"1347",1,1,0,0,0,0,0,2,1,1
"1348",1,0,0,1,0,0,0,3,1,1
"1349",0,0,0,0,0,0,0,0,0,0
"1350",0,0,0,0,0,0,0,0,0,2
"1351",2,1,0,2,0,0,0,0,3,0
"1352",2,1,0,4,0,2,0,2,3,3
"1353",0,2,0,0,2,0,2,2,0,2
"1354",0,0,0,0,0,1,1,1,1,1
"1355",1,0,1,1,0,0,0,0,1,0
"1356",0,1,0,1,1,0,0,0,1,1
"1357",0,1,0,0,1,0,0,1,0,2
"1358",0,0,0,2,0,1,0,1,3,0
"1359",0,0,0,0,0,0,0,0,0,0
"1360",0,0,0,0,0,0,0,0,0,0
"1361",1,0,0,1,0,1,1,0,1,0
"1362",1,1,0,1,0,0,0,0,0,2
"1363",0,0,0,0,0,0,0,0,0,1
"1364",0,1,0,1,0,0,0,2,1,1
"1365",0,0,0,0,0,0,0,0,0,0
"1366",0,1,0,1,1,0,1,0,0,1
"1367",1,0,1,1,0,1,1,0,1,1
"1368",0,0,0,0,0,0,0,1,0,1
"1369",1,1,0,1,0,0,0,0,1,1
"1370",0,0,0,0,0,0,0,0,0,2
"1371",0,2,0,0,1,0,1,2,0,2
"1372",1,1,0,1,1,0,0,1,0,1
"1373",0,2,0,0,2,0,0,1,0,2
"1374",0,0,0,0,0,0,1,2,0,0
"1375",0,0,0,0,1,0,0,1,1,2
"1376",0,2,0,0,1,0,1,1,0,3
"1377",0,0,0,0,0,0,0,0,0,1
"1378",0,0,0,0,0,1,0,0,2,0
"1379",0,0,0,0,0,1,0,1,1,0
"1380",0,0,0,0,0,0,0,1,2,0
"1381",1,2,0,1,1,0,1,1,1,1
"1382",1,2,0,0,0,0,0,0,0,0
"1383",0,0,0,0,0,0,1,0,0,0
"1384",0,1,0,1,0,0,0,1,0,2
"1385",0,0,0,0,0,0,0,0,0,1
"1386",1,1,0,1,0,1,0,0,1,0
"1387",1,0,1,0,0,0,0,0,2,0
"1388",0,1,0,1,0,1,0,0,1,0
"1389",0,0,0,1,0,0,1,2,0,2
"1390",1,0,1,0,0,0,0,0,1,0
"1391",0,0,0,0,0,0,0,0,1,0
"1392",0,0,0,0,0,0,0,0,0,0
"1393",0,1,0,1,1,0,1,1,2,1
"1394",0,1,0,0,0,0,0,1,0,1
"1395",1,1,0,0,2,0,1,1,0,3
"1396",0,0,0,0,0,0,1,0,0,0
"1397",0,1,0,0,0,0,1,0,1,0
"1398",2,0,1,0,0,0,0,0,2,0
"1399",0,0,0,0,0,0,0,0,0,0
"1400",1,0,0,1,0,2,0,1,2,0
"1401",0,0,0,0,0,0,0,0,0,0
"1402",0,0,0,0,0,0,0,0,0,0
"1403",0,0,0,0,0,0,0,0,0,0
"1404",1,0,0,2,0,1,0,0,2,0
"1405",1,0,0,1,0,1,0,0,1,1
"1406",1,1,0,1,0,1,0,1,1,2
"1407",0,2,0,0,0,0,0,0,0,2
"1408",1,1,1,1,1,0,0,0,1,1
"1409",0,0,0,0,0,0,0,0,0,0
"1410",0,0,0,0,0,0,0,0,0,1
"1411",0,0,1,0,0,0,0,0,1,0
"1412",0,1,0,1,1,0,0,1,0,2
"1413",0,0,0,0,0,0,0,0,0,0
"1414",0,1,0,0,0,0,0,0,0,1
"1415",0,0,0,0,0,0,0,0,1,0
"1416",0,0,0,0,0,0,0,0,0,1
"1417",0,0,0,0,0,0,0,0,0,1
"1418",1,1,0,1,0,0,0,0,0,0
"1419",2,0,1,2,0,0,0,1,3,0
"1420",0,1,0,0,0,0,0,1,1,1
"1421",0,0,0,0,0,0,0,0,0,0
"1422",0,1,0,0,0,0,0,0,0,1
"1423",0,0,0,0,0,0,0,0,0,1
"1424",0,0,0,1,0,0,0,0,1,0
"1425",0,0,0,0,0,0,0,1,0,2
"1426",0,0,0,1,0,0,0,1,1,1
"1427",1,0,1,0,0,0,1,0,1,0
"1428",0,0,0,1,0,0,0,0,1,0
"1429",1,0,0,0,0,1,0,0,3,2
"1430",1,0,0,0,0,0,0,0,1,0
"1431",0,1,0,0,0,0,0,0,0,1
"1432",0,0,0,0,0,0,0,0,1,0
"1433",0,1,0,1,0,0,0,1,1,0
"1434",0,0,0,0,0,0,0,0,0,1
"1435",0,0,0,3,0,0,0,0,1,0
"1436",0,0,0,0,0,0,1,0,1,0
"1437",0,0,0,0,0,0,1,1,0,0
"1438",0,0,0,1,0,0,0,1,0,0
"1439",0,1,0,0,0,0,1,0,1,0
"1440",0,0,0,0,0,0,0,0,0,0
"1441",1,2,0,1,1,1,1,0,3,1
"1442",1,1,0,1,2,1,1,4,1,4
"1443",0,1,0,0,0,0,0,0,0,1
"1444",0,1,0,0,0,0,1,1,0,1
"1445",0,1,0,0,1,0,1,1,1,1
"1446",1,0,0,0,0,0,0,0,1,2
"1447",0,0,0,0,0,0,0,0,0,1
"1448",0,0,0,0,0,0,0,1,2,0
"1449",0,0,0,1,0,0,0,1,1,1
"1450",0,0,0,0,0,0,0,3,0,0
"1451",0,1,0,0,0,0,0,0,0,0
"1452",0,0,0,0,0,0,0,0,0,0
"1453",1,1,1,1,1,1,1,1,1,1
"1454",0,0,0,1,0,0,0,0,0,0
"1455",0,0,0,1,0,0,0,0,1,0
"1456",1,0,0,0,0,0,2,0,2,0
"1457",0,0,0,2,0,0,0,0,0,1
"1458",0,0,0,1,0,0,0,0,1,0
"1459",1,0,0,1,0,0,1,0,1,0
"1460",0,0,0,0,0,0,0,0,0,0
"1461",0,0,0,0,0,0,0,0,0,0
"1462",0,0,0,0,0,0,0,0,0,1
"1463",0,0,0,1,1,0,0,1,0,2
"1464",0,0,0,1,0,0,0,0,1,0
"1465",1,1,0,1,1,1,0,1,1,1
"1466",0,0,0,0,0,0,0,1,0,3
"1467",0,0,0,0,0,0,0,0,1,0
"1468",1,2,0,0,2,0,0,2,0,2
"1469",1,0,0,2,0,0,0,1,2,0
"1470",0,0,0,0,0,0,0,0,1,1
"1471",0,2,0,0,2,0,2,2,0,2
"1472",0,1,0,0,0,0,0,1,0,2
"1473",0,0,0,0,0,0,0,0,0,1
"1474",3,1,1,3,0,0,1,0,3,0
"1475",0,1,0,1,0,1,0,1,0,1
"1476",0,0,0,0,0,0,0,0,0,0
"1477",1,0,0,2,0,0,0,1,1,1
"1478",0,0,0,0,1,0,0,0,0,2
"1479",0,0,0,0,0,0,0,0,0,0
"1480",0,1,0,0,0,0,0,1,0,2
"1481",0,1,0,0,0,0,0,0,0,2
"1482",1,0,0,2,0,2,0,0,2,0
"1483",0,0,0,0,0,0,1,0,0,0
"1484",1,0,0,1,1,0,0,2,0,4
"1485",0,1,0,0,1,0,1,0,0,1
"1486",0,0,1,0,0,0,0,0,2,1
"1487",0,0,0,0,0,1,0,0,1,0
"1488",2,0,0,3,0,0,0,1,2,0
"1489",1,0,1,2,0,1,0,0,3,0
"1490",1,0,0,1,0,0,0,0,1,0
"1491",0,0,0,0,0,0,0,0,0,0
"1492",2,1,1,2,1,0,0,1,1,1
"1493",0,0,0,0,0,0,0,1,0,2
"1494",0,1,0,0,1,0,1,1,0,3
"1495",0,0,0,0,0,0,0,0,0,2
"1496",0,0,0,0,0,0,0,0,0,2
"1497",0,0,0,2,0,0,0,1,0,1
"1498",1,0,2,1,0,2,1,0,2,1
"1499",0,0,0,0,0,1,0,0,1,0
"1500",0,0,0,0,0,1,0,0,1,1
"1501",0,1,1,0,1,0,1,2,1,1
"1502",0,0,0,1,0,0,0,0,0,1
"1503",1,2,0,1,1,0,1,2,0,3
"1504",0,0,0,0,0,0,0,0,0,1
"1505",0,0,0,0,0,0,0,0,1,0
"1506",0,0,0,0,0,0,0,0,0,0
"1507",0,0,0,0,0,0,0,1,1,2
"1508",0,0,0,0,0,0,0,1,0,4
"1509",0,1,0,0,0,0,0,0,0,1
"1510",0,2,0,1,0,0,0,2,0,4
"1511",0,0,0,0,0,1,0,0,1,0
"1512",0,1,0,0,1,0,2,1,0,1
"1513",0,0,0,0,0,0,1,1,0,0
"1514",0,1,0,0,0,1,0,1,1,0
"1515",0,0,0,0,0,0,0,0,0,3
"1516",0,0,0,0,0,0,0,1,0,1
"1517",0,0,0,0,1,1,0,0,0,2
"1518",0,2,0,0,0,0,0,0,0,0
"1519",0,0,0,0,0,0,0,0,0,1
"1520",0,0,1,0,0,0,0,1,1,1
"1521",0,1,0,0,1,0,0,0,0,2
"1522",4,0,2,2,1,2,0,1,4,2
"1523",0,0,0,0,0,0,1,0,0,1
"1524",1,2,0,2,0,0,0,1,2,2
"1525",0,0,0,0,0,1,0,1,1,0
"1526",0,1,0,0,0,0,0,0,0,0
"1527",0,0,0,0,0,0,0,0,0,0
"1528",1,1,0,1,0,1,0,0,2,0
"1529",0,0,0,0,0,0,0,0,0,0
"1530",0,0,0,0,1,1,0,0,0,1
"1531",0,1,0,1,0,1,0,1,0,1
"1532",2,0,0,1,0,0,0,0,2,0
"1533",0,1,0,0,1,0,1,0,1,2
"1534",0,0,0,1,0,0,0,0,1,0
"1535",0,0,0,0,0,0,0,0,1,1
"1536",2,1,1,1,1,0,1,1,2,1
"1537",0,0,0,0,0,0,0,1,0,1
"1538",0,2,0,0,1,0,1,0,0,1
"1539",2,0,2,1,0,0,0,1,1,1
"1540",0,0,0,0,0,0,0,1,0,1
"1541",1,0,0,0,0,0,0,0,1,0
"1542",0,0,0,0,0,0,0,0,0,0
"1543",0,1,0,0,0,0,1,0,0,1
"1544",0,0,0,0,0,0,1,0,1,0
"1545",1,0,0,0,0,1,0,1,1,2
"1546",0,3,0,0,0,0,0,1,0,1
"1547",0,0,0,0,0,0,0,0,0,2
"1548",0,1,0,2,0,0,0,0,3,1
"1549",0,1,0,0,1,0,0,2,0,2
"1550",1,0,0,0,0,1,0,1,1,1
"1551",0,0,0,0,0,0,0,0,0,0
"1552",0,1,1,1,1,1,1,1,1,3
"1553",1,1,0,0,0,0,0,1,1,3
"1554",0,1,0,0,1,0,0,1,0,1
"1555",0,1,0,0,0,0,0,0,0,1
"1556",1,1,1,1,0,1,0,1,1,2
"1557",0,0,0,0,0,0,0,0,0,1
"1558",0,1,0,0,1,0,0,2,0,3
"1559",0,0,0,0,0,0,0,0,1,0
"1560",0,0,0,0,0,0,0,1,0,1
"1561",0,0,0,0,0,0,0,0,0,0
"1562",0,0,0,0,0,0,0,0,0,0
"1563",0,1,0,0,1,0,0,2,0,2
"1564",0,0,0,0,0,0,0,0,0,0
"1565",0,0,0,0,0,0,0,0,2,1
"1566",1,0,1,2,0,1,0,0,1,0
"1567",0,0,0,0,0,0,1,1,0,1
"1568",0,0,0,0,0,0,0,0,0,0
"1569",0,0,1,1,0,0,0,2,1,3
"1570",0,1,0,0,1,0,0,1,2,4
"1571",0,0,0,0,0,0,0,0,0,2
"1572",0,1,0,1,1,0,0,2,1,2
"1573",0,1,0,0,1,0,0,0,0,1
"1574",0,1,0,1,0,0,0,0,1,0
"1575",1,0,0,1,1,0,1,1,1,2
"1576",0,0,0,0,0,0,0,0,1,0
"1577",1,1,0,0,0,0,1,1,1,1
"1578",0,0,0,1,0,0,0,0,1,0
"1579",2,1,1,2,0,1,0,1,1,2
"1580",0,0,0,1,0,0,0,2,1,2
"1581",2,1,0,0,1,1,1,1,0,1
"1582",0,0,0,0,0,0,0,0,0,0
"1583",1,0,0,0,0,0,0,0,1,0
"1584",0,0,0,0,0,0,0,1,0,2
"1585",0,1,0,0,0,0,0,0,0,2
"1586",0,0,0,1,0,0,0,0,0,0
"1587",0,1,0,0,1,0,0,1,0,2
"1588",1,0,1,0,0,0,0,1,1,0
"1589",0,1,0,1,1,0,0,2,0,2
"1590",0,0,0,0,0,0,0,0,0,0
"1591",1,0,0,2,0,0,0,0,1,0
"1592",0,0,0,0,0,0,0,0,0,0
"1593",1,0,0,1,0,0,1,0,1,0
"1594",0,1,0,0,1,0,0,1,2,4
"1595",0,0,0,0,0,0,1,1,0,1
"1596",0,0,0,0,0,0,0,0,0,1
"1597",1,0,0,1,0,0,0,0,1,0
"1598",1,1,0,1,0,0,2,1,1,2
"1599",0,0,0,0,0,0,0,0,0,1
"1600",0,1,0,0,1,0,1,1,0,1
"1601",0,1,0,0,0,0,0,0,0,0
"1602",0,0,0,0,0,0,0,0,0,0
"1603",0,0,0,0,0,0,0,0,0,0
"1604",0,0,0,0,0,0,0,0,0,2
"1605",2,0,1,2,0,1,0,0,2,1
"1606",0,0,1,1,0,0,0,2,1,2
"1607",0,0,0,0,0,0,0,0,0,1
"1608",0,0,2,0,0,0,0,2,1,1
"1609",0,1,0,0,1,0,0,1,0,1
"1610",0,1,0,0,1,0,0,1,0,1
"1611",0,0,0,0,0,0,0,0,0,0
"1612",0,0,0,0,0,0,0,2,0,1
"1613",1,0,0,0,0,0,0,0,1,0
"1614",0,0,0,0,0,0,0,0,0,0
"1615",0,1,0,0,2,0,1,2,0,4
"1616",0,0,0,0,0,0,0,0,0,0
"1617",0,0,0,0,0,0,0,0,2,0
"1618",0,0,0,0,0,0,0,0,0,0
"1619",0,0,0,0,0,0,1,0,0,2
"1620",0,1,0,0,1,0,0,1,0,1
"1621",1,0,1,0,0,1,0,0,1,1
"1622",1,0,0,1,0,0,0,0,1,2
"1623",0,0,0,0,0,0,0,0,0,0
"1624",0,1,0,0,0,0,0,2,0,2
"1625",0,0,0,0,0,0,0,0,0,2
"1626",0,0,0,0,0,0,0,0,0,0
"1627",1,0,1,1,0,1,0,0,1,0
"1628",0,0,0,0,0,0,0,1,0,1
"1629",1,0,0,1,0,1,0,0,1,0
"1630",1,1,0,0,0,0,0,0,0,0
"1631",0,0,0,0,0,0,0,0,0,1
"1632",1,1,1,1,1,1,1,1,2,2
"1633",1,1,0,0,1,0,1,1,0,1
"1634",1,0,0,1,0,1,0,0,1,2
"1635",1,0,0,1,0,0,0,0,1,0
"1636",0,0,0,0,0,0,0,0,0,0
"1637",0,0,0,0,0,0,0,0,0,0
"1638",0,2,0,0,2,0,2,3,0,3
"1639",1,0,0,0,0,0,0,0,1,0
"1640",0,0,0,0,0,0,0,0,0,0
"1641",0,0,0,0,0,0,0,0,0,0
"1642",1,1,2,2,1,0,0,3,2,2
"1643",0,0,0,0,0,0,0,0,0,0
"1644",0,0,0,1,0,2,0,1,1,0
"1645",0,1,0,0,0,1,0,0,3,1
"1646",0,0,0,0,0,0,1,1,0,1
"1647",1,0,0,0,0,0,0,0,1,0
"1648",0,1,1,0,2,2,1,1,0,2
"1649",0,0,0,1,0,1,1,1,1,1
"1650",0,1,0,1,0,1,0,0,1,2
"1651",0,0,0,0,0,0,0,0,0,0
"1652",0,1,0,1,1,0,0,2,0,2
"1653",0,0,0,0,1,0,1,1,1,1
"1654",0,1,0,0,1,0,1,1,0,2
"1655",0,1,0,0,1,0,1,2,0,2
"1656",0,0,0,0,0,0,0,0,0,0
"1657",0,1,0,0,1,0,0,1,0,1
"1658",0,0,0,0,1,1,0,0,0,2
"1659",1,0,0,1,0,1,0,0,1,0
"1660",0,1,0,0,1,0,0,0,0,1
"1661",0,0,0,0,0,0,0,0,0,0
"1662",1,0,0,0,0,0,0,1,1,1
"1663",0,0,0,0,1,1,1,0,1,2
"1664",0,0,0,1,0,0,0,0,1,0
"1665",0,0,0,1,0,0,0,0,1,1
"1666",0,0,0,0,0,0,0,1,0,0
"1667",0,0,0,1,0,0,0,1,0,1
"1668",0,1,0,0,0,0,1,0,0,0
"1669",0,1,0,0,0,0,0,0,0,1
"1670",0,0,0,0,0,0,0,0,0,0
"1671",0,1,0,0,1,0,1,2,0,1
"1672",1,1,0,4,0,2,1,1,2,0
"1673",0,0,0,0,1,0,0,1,0,2
"1674",1,0,1,1,0,1,0,2,1,1
"1675",0,1,0,0,0,0,0,0,0,0
"1676",0,0,0,0,0,0,0,0,0,0
"1677",1,1,0,1,1,2,0,1,2,1
"1678",2,0,1,2,0,3,1,0,3,1
"1679",0,0,0,0,0,0,0,0,0,0
"1680",0,1,0,0,1,0,0,0,0,1
"1681",1,2,0,0,3,0,1,3,0,4
"1682",0,1,0,1,1,0,1,0,1,1
"1683",0,0,1,0,1,1,1,1,2,2
"1684",0,1,0,0,0,1,0,0,1,1
"1685",0,0,0,0,0,0,0,0,0,0
"1686",0,1,0,0,0,0,0,2,0,1
"1687",1,0,1,0,0,0,0,0,1,1
"1688",0,0,1,0,0,0,0,0,1,1
"1689",0,0,0,0,0,0,0,2,0,1
"1690",1,2,0,1,1,0,1,2,0,1
"1691",0,0,0,0,0,0,0,0,0,0
"1692",1,0,0,0,0,0,0,1,1,0
"1693",0,0,0,0,0,0,0,0,1,0
"1694",0,1,0,0,1,0,0,0,0,1
"1695",0,0,0,0,0,0,0,0,0,0
"1696",1,0,1,1,0,1,0,1,1,2
"1697",0,0,0,0,0,0,0,0,0,0
"1698",0,0,0,1,0,1,0,1,2,0
"1699",1,0,1,1,0,1,0,1,1,2
"1700",1,1,0,2,0,1,0,1,2,0
"1701",1,1,0,0,2,0,0,2,1,2
"1702",0,1,0,0,1,0,1,1,1,1
"1703",0,0,0,0,0,0,0,0,0,1
"1704",0,0,0,0,0,0,0,0,0,0
"1705",0,0,0,0,1,0,0,2,0,3
"1706",0,1,0,0,0,0,1,1,2,0
"1707",0,1,0,0,0,0,0,0,0,1
"1708",0,0,0,0,0,1,0,0,2,0
"1709",2,0,2,1,0,2,0,0,4,0
"1710",0,1,0,0,0,0,0,0,0,1
"1711",0,0,0,1,0,2,0,0,3,0
"1712",1,0,0,1,0,1,0,0,1,1
"1713",0,1,0,1,1,1,0,2,1,2
"1714",1,0,0,0,0,1,0,0,1,0
"1715",0,1,0,0,0,0,2,2,0,1
"1716",0,0,0,0,0,0,0,0,1,0
"1717",0,0,0,0,0,0,0,1,0,1
"1718",0,0,0,0,0,0,0,0,0,0
"1719",2,0,1,0,0,0,0,2,4,3
"1720",0,0,0,0,0,0,1,1,0,1
"1721",0,0,0,0,0,0,0,0,1,0
"1722",0,1,0,1,1,0,1,1,1,1
"1723",0,0,0,0,0,0,0,0,1,1
"1724",1,3,1,1,0,1,1,1,3,3
"1725",0,0,0,0,0,0,0,0,0,1
"1726",0,1,0,1,0,0,1,2,1,1
"1727",0,0,0,0,0,1,0,0,2,0
"1728",0,1,0,0,1,0,1,1,0,1
"1729",0,1,0,0,0,0,0,0,1,1
"1730",1,0,0,1,0,0,0,0,1,0
"1731",2,0,1,2,0,0,2,0,2,0
"1732",0,0,0,1,0,0,0,1,0,1
"1733",0,1,0,0,2,0,0,1,0,3
"1734",0,1,0,0,0,0,0,0,0,0
"1735",0,0,0,0,0,0,0,0,0,1
"1736",0,0,0,0,0,0,0,0,0,0
"1737",0,1,1,0,1,0,1,1,0,2
"1738",0,2,0,0,1,0,0,3,1,3
"1739",0,0,0,0,0,0,0,0,0,0
"1740",0,2,0,1,1,0,1,1,0,2
"1741",1,1,1,1,0,1,1,0,3,3
"1742",2,2,1,2,0,1,1,0,2,1
"1743",1,3,1,1,0,1,2,1,1,1
"1744",0,1,0,0,0,0,0,0,0,0
"1745",0,0,0,0,0,0,0,2,0,0
"1746",1,0,0,3,0,0,0,1,1,1
"1747",0,2,0,0,2,0,1,2,0,3
"1748",0,0,0,0,0,0,0,0,0,1
"1749",0,0,0,0,0,0,0,1,0,0
"1750",0,0,0,0,0,0,0,0,1,1
"1751",0,1,0,0,1,1,0,2,1,1
"1752",0,0,0,0,0,0,0,0,0,0
"1753",1,0,2,0,0,1,0,1,2,0
"1754",0,2,0,1,1,0,1,1,0,2
"1755",0,0,0,0,0,0,0,0,0,0
"1756",1,1,0,0,1,0,0,0,1,1
"1757",0,3,0,1,1,0,0,1,0,1
"1758",0,1,0,0,1,0,0,0,1,1
"1759",0,1,0,0,0,0,0,0,0,0
"1760",0,1,1,0,0,1,1,0,1,1
"1761",1,1,0,0,1,0,1,1,2,1
"1762",0,0,0,0,0,0,0,0,0,0
"1763",1,1,0,0,1,0,0,1,1,1
"1764",1,0,1,1,0,1,0,0,1,0
"1765",0,0,0,0,0,0,0,0,0,1
"1766",0,1,0,0,0,0,0,0,0,1
"1767",0,1,0,0,1,1,0,0,1,1
"1768",0,0,0,0,0,0,0,0,0,0
"1769",0,0,0,0,0,0,0,0,0,1
"1770",0,0,0,1,0,1,0,0,1,0
"1771",0,0,0,0,1,0,0,1,0,1
"1772",0,1,1,1,1,0,0,0,1,1
"1773",1,0,0,1,0,1,0,1,1,0
"1774",0,1,0,1,0,0,0,1,0,2
"1775",1,0,0,0,0,0,0,1,1,0
"1776",1,1,0,0,1,2,0,0,3,2
"1777",0,0,0,0,0,0,1,0,0,0
"1778",0,1,0,0,1,1,1,1,1,1
"1779",0,0,0,0,0,0,1,1,0,1
