"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"601",0,0,0,0,0,0,0,0,0,1
"602",0,0,0,0,1,0,1,2,0,4
"603",0,0,0,1,1,0,0,1,0,2
"604",0,0,0,0,0,0,0,0,0,0
"605",0,0,0,0,0,0,0,0,0,0
"606",0,1,0,2,2,0,2,1,1,4
"607",1,0,0,1,0,0,0,0,1,0
"608",0,0,0,0,0,0,0,0,0,1
"609",0,0,0,0,1,0,0,0,0,1
"610",0,0,0,0,0,0,0,0,1,0
"611",1,2,0,0,1,0,0,1,1,4
"612",0,1,0,1,0,0,0,0,0,0
"613",0,0,0,0,0,0,0,0,0,0
"614",0,0,0,0,0,0,1,0,0,0
"615",0,1,0,0,0,0,0,0,0,0
"616",0,1,0,0,1,0,0,1,0,1
"617",0,1,0,1,1,0,0,1,0,2
"618",0,0,0,0,0,0,0,0,0,1
"619",1,2,0,1,3,1,1,3,1,3
"620",0,0,0,0,0,0,0,1,0,0
"621",0,0,0,0,0,0,0,1,0,0
"622",0,0,0,0,0,0,0,0,0,0
"623",1,0,0,0,0,1,0,0,1,0
"624",0,0,0,0,0,0,0,0,0,0
"625",0,0,0,0,0,0,0,0,0,0
"626",0,1,0,0,1,0,1,0,0,2
"627",0,1,0,0,1,0,0,5,0,3
"628",0,0,0,1,0,1,1,0,1,0
"629",0,0,0,0,0,0,0,1,0,0
"630",0,2,0,0,1,0,0,0,0,1
"631",0,0,0,0,0,0,0,0,0,0
"632",0,0,0,0,2,0,1,1,0,3
"633",1,1,1,1,0,1,0,0,1,1
"634",1,0,0,0,0,0,1,1,1,1
"635",0,0,0,0,0,0,0,0,0,0
"636",3,1,3,2,0,3,2,2,3,1
"637",0,1,0,0,1,0,0,2,1,3
"638",0,0,0,0,1,0,0,1,0,1
"639",0,1,0,1,0,0,0,0,0,0
"640",0,0,0,0,0,0,0,0,0,2
"641",0,1,0,0,0,0,0,0,0,1
"642",0,0,0,0,0,0,0,0,0,2
"643",0,2,0,0,1,0,1,0,0,1
"644",0,0,0,1,0,0,0,1,0,0
"645",0,1,0,0,0,0,0,0,0,1
"646",3,0,1,2,0,0,0,0,3,0
"647",0,0,0,0,0,0,0,0,0,1
"648",0,1,0,0,1,0,1,1,0,1
"649",0,0,0,0,0,0,0,2,0,2
"650",0,0,0,0,0,0,0,2,0,2
"651",0,0,0,0,0,0,0,1,0,0
"652",1,1,0,1,0,0,0,0,1,1
"653",1,0,1,1,0,1,0,0,1,2
"654",0,0,0,1,0,0,1,1,0,1
"655",0,0,0,0,0,0,0,0,0,0
"656",2,0,1,2,0,0,1,1,2,1
"657",0,0,1,0,0,0,0,1,1,0
"658",0,0,0,0,0,0,0,0,0,0
"659",0,0,0,0,0,0,0,0,0,0
"660",0,0,0,0,1,1,0,0,0,1
"661",0,2,0,0,3,0,0,2,0,4
"662",0,0,0,0,0,0,0,0,0,0
"663",0,0,1,0,0,1,0,0,1,0
"664",0,0,0,0,0,0,0,1,0,0
"665",0,0,0,0,0,0,0,1,0,0
"666",1,0,1,1,0,1,0,0,2,0
"667",0,0,1,0,0,1,0,1,2,0
"668",1,0,0,0,0,0,2,0,1,0
"669",0,0,0,2,0,0,0,2,0,2
"670",1,0,0,0,0,0,1,0,1,1
"671",1,0,1,1,0,1,1,2,2,1
"672",0,1,0,0,1,0,0,5,0,3
"673",0,0,0,0,1,1,0,2,1,2
"674",1,1,0,0,1,0,1,2,1,2
"675",0,0,0,0,1,0,0,0,0,0
"676",0,0,0,0,0,0,0,1,1,1
"677",0,0,0,0,0,0,1,0,0,0
"678",0,0,0,0,0,0,0,1,0,0
"679",1,0,0,0,0,0,0,1,1,1
"680",0,0,0,0,0,0,0,0,0,0
"681",0,1,0,0,1,1,1,0,1,1
"682",2,1,1,1,1,1,1,1,1,2
"683",0,1,0,2,1,0,0,1,1,2
"684",0,1,0,0,0,1,1,1,1,0
"685",0,1,0,0,2,0,2,2,0,2
"686",0,0,0,0,0,0,0,0,0,1
"687",1,0,1,2,0,1,1,2,2,0
"688",0,0,0,0,0,0,0,0,0,0
"689",0,0,0,0,0,0,0,0,0,1
"690",0,1,0,0,0,0,0,0,0,0
"691",2,0,0,0,0,1,1,1,2,1
"692",0,0,0,0,0,1,0,0,2,0
"693",0,1,1,0,2,2,0,2,3,2
"694",0,0,0,0,0,0,0,0,2,0
"695",0,1,0,0,0,0,0,1,0,2
"696",0,0,0,0,0,0,0,1,0,0
"697",1,2,0,0,1,0,0,1,1,1
"698",0,0,0,1,0,0,0,0,0,0
"699",0,0,1,0,0,0,0,2,0,0
"700",0,0,0,0,0,0,0,0,0,0
"701",0,0,0,2,0,0,0,0,2,0
"702",0,0,0,0,0,0,0,0,0,0
"703",0,0,0,0,0,0,0,0,0,0
"704",3,1,0,1,0,0,0,0,3,0
"705",0,0,1,0,0,0,0,0,1,1
"706",0,1,0,0,0,0,0,0,0,0
"707",0,0,0,0,0,0,0,0,0,0
"708",0,0,0,0,0,0,0,0,0,0
"709",0,2,0,1,0,0,0,1,1,1
"710",0,0,0,0,0,0,0,0,0,2
"711",1,0,1,2,0,2,2,0,2,0
"712",0,0,0,0,0,1,0,0,0,2
"713",1,2,1,2,1,1,1,0,2,1
"714",1,0,0,1,0,1,1,0,1,0
"715",0,1,0,0,0,0,0,1,0,1
"716",0,0,0,1,0,0,0,0,0,0
"717",0,1,1,1,1,0,0,0,2,2
"718",0,0,0,1,0,0,0,0,1,1
"719",0,0,0,0,0,0,0,0,0,0
"720",0,2,0,1,2,0,0,2,1,2
"721",0,1,0,0,0,1,1,3,1,2
"722",0,0,0,0,0,0,0,0,0,1
"723",0,0,0,1,0,0,0,2,1,1
"724",1,0,0,0,0,1,1,1,1,1
"725",0,0,0,0,1,0,0,2,0,1
"726",0,1,0,0,0,0,0,1,0,1
"727",0,0,0,0,0,0,0,0,0,0
"728",0,0,0,0,1,0,0,1,0,1
"729",0,1,0,0,0,0,0,0,0,1
"730",0,0,0,0,0,0,0,0,0,0
"731",0,0,0,0,0,0,0,1,0,2
"732",0,0,0,0,0,0,0,0,0,0
"733",0,1,0,0,1,0,0,0,0,3
"734",0,0,0,0,0,0,0,1,0,0
"735",0,0,0,1,0,0,0,0,1,1
"736",0,1,1,1,0,0,0,0,1,1
"737",0,0,0,1,1,0,1,1,0,1
"738",0,0,0,0,1,0,0,1,1,1
"739",0,1,0,0,1,0,0,2,1,2
"740",0,0,0,0,1,0,0,1,0,2
"741",1,1,0,0,0,0,0,0,1,0
"742",0,0,0,0,0,0,0,0,0,1
"743",0,1,0,0,0,0,0,0,0,1
"744",0,0,0,0,0,0,0,0,0,0
"745",0,1,0,0,0,0,1,1,0,1
"746",1,1,0,0,0,0,0,0,0,2
"747",0,0,0,1,0,0,0,0,0,1
"748",0,0,0,0,0,0,0,0,0,0
"749",0,1,0,0,0,0,0,2,0,1
"750",0,1,0,0,0,0,1,0,0,0
"751",0,1,1,0,1,0,0,0,1,1
"752",1,1,0,1,1,0,0,1,0,2
"753",1,2,0,1,1,0,0,2,0,3
"754",0,0,0,1,0,0,0,0,1,0
"755",0,1,0,1,1,0,0,2,0,2
"756",1,0,0,1,0,1,0,1,1,1
"757",0,1,0,0,0,0,0,1,1,0
"758",1,2,0,0,2,0,2,2,0,3
"759",0,2,0,0,1,0,1,1,0,2
"760",0,0,0,0,0,0,0,0,0,1
"761",0,1,0,2,0,0,0,1,1,0
"762",0,0,0,1,0,0,0,0,1,0
"763",0,0,0,0,0,0,0,0,1,0
"764",1,2,0,1,1,1,2,1,1,1
"765",0,1,0,0,2,0,0,2,1,2
"766",0,0,0,0,0,0,0,0,0,0
"767",0,0,1,0,0,1,0,0,1,1
"768",0,0,0,0,0,0,0,1,0,1
"769",0,0,0,0,0,0,0,1,0,1
"770",0,0,0,0,0,0,0,0,0,1
"771",0,0,0,0,0,0,0,0,0,0
"772",1,2,1,2,1,1,1,0,2,1
"773",0,2,0,0,1,1,0,2,1,2
"774",0,0,0,0,0,0,0,1,0,0
"775",0,1,0,0,1,0,1,0,0,2
"776",0,0,0,0,0,0,0,0,0,0
"777",0,0,0,0,0,0,0,2,0,2
"778",1,0,0,0,0,0,0,2,1,1
"779",0,0,0,0,0,1,0,0,2,0
"780",0,0,0,0,0,0,0,0,0,0
"781",0,0,0,0,0,0,0,0,0,0
"782",1,1,0,1,0,0,1,2,1,1
"783",1,0,1,2,0,0,0,2,2,0
"784",1,0,0,0,0,0,0,1,1,1
"785",1,0,0,0,0,0,0,0,1,1
"786",0,0,0,2,0,0,1,2,0,1
"787",0,0,1,0,0,0,0,2,0,0
"788",0,0,1,0,0,0,0,1,1,1
"789",0,0,0,1,0,0,0,1,1,1
"790",0,1,1,1,0,0,0,2,0,0
"791",1,0,0,0,0,0,0,0,1,1
"792",2,1,0,2,0,1,1,0,1,1
"793",0,1,1,1,0,0,0,2,0,0
"794",0,1,0,0,0,0,0,1,1,1
"795",0,2,1,0,2,0,2,2,2,2
"796",0,1,0,0,0,0,0,0,0,0
"797",0,1,0,0,1,0,1,1,0,1
"798",0,2,0,0,1,0,0,1,0,1
"799",1,0,0,0,0,0,0,0,1,0
"800",0,1,0,0,1,0,0,0,1,2
"801",1,0,0,2,1,1,0,1,1,2
"802",0,0,0,0,0,0,0,0,0,0
"803",0,0,2,1,0,1,0,1,2,1
"804",0,0,1,0,0,0,0,2,0,0
"805",2,2,2,3,1,2,1,0,3,3
"806",0,0,0,0,0,0,0,1,0,0
"807",0,0,0,1,0,0,0,0,0,0
"808",1,0,0,0,0,1,0,1,1,2
"809",0,0,0,0,0,0,0,0,0,0
"810",3,0,1,2,0,0,2,0,3,0
"811",0,0,0,0,1,0,0,2,1,2
"812",1,0,0,1,0,0,1,2,0,2
"813",0,0,0,0,0,0,0,0,0,1
"814",1,0,0,0,0,0,0,0,2,0
"815",1,0,0,0,0,0,0,0,1,0
"816",0,1,0,0,1,0,0,1,0,2
"817",1,0,1,1,0,0,0,0,3,1
"818",1,2,0,0,1,1,1,1,1,1
"819",1,0,0,1,0,0,2,0,1,1
"820",0,0,0,0,0,0,0,0,0,0
"821",0,0,0,0,0,0,0,0,2,0
"822",0,1,0,0,1,0,1,2,2,2
"823",0,0,0,0,0,0,0,1,0,2
"824",1,2,0,1,1,0,1,1,1,1
"825",0,0,0,0,0,0,0,2,0,1
"826",0,0,0,0,1,0,0,1,0,1
"827",0,0,0,0,0,0,0,0,1,0
"828",0,1,0,0,1,1,0,0,1,1
"829",0,0,0,1,0,0,0,1,2,1
"830",1,0,0,0,0,0,0,2,1,1
"831",0,0,0,2,0,0,0,1,1,1
"832",0,1,0,0,0,1,0,2,1,1
"833",0,0,0,0,0,0,0,1,0,0
"834",0,0,0,0,1,0,1,2,0,1
"835",0,0,0,0,0,0,0,0,0,0
"836",0,1,0,0,1,0,0,2,0,2
"837",0,0,0,0,0,0,0,0,0,0
"838",1,1,1,2,0,1,1,0,3,0
"839",0,0,0,0,0,0,0,1,2,2
"840",0,0,0,0,0,0,0,0,0,0
"841",0,2,0,0,0,0,0,0,0,0
"842",0,0,0,1,0,1,0,0,1,0
"843",0,0,0,0,0,0,0,1,0,0
"844",0,0,0,0,0,0,0,0,0,0
"845",0,1,0,0,1,0,1,1,1,1
"846",1,1,0,2,1,0,0,1,1,1
"847",0,0,0,0,0,1,0,1,1,1
"848",0,0,0,0,0,0,0,0,0,0
"849",0,0,0,0,0,0,0,0,0,0
"850",1,2,2,2,1,2,1,1,3,1
"851",0,0,0,0,0,0,0,0,0,0
"852",1,1,0,0,1,0,1,1,2,1
"853",0,0,0,1,0,0,0,0,2,0
"854",1,0,0,1,0,1,0,0,1,0
"855",0,0,0,0,0,0,1,0,0,0
"856",0,0,0,1,0,0,0,0,0,1
"857",0,1,0,1,0,0,0,0,1,1
"858",0,1,0,0,0,0,0,0,0,0
"859",2,1,1,1,0,1,0,2,1,2
"860",0,0,0,0,0,0,0,0,0,0
"861",1,1,0,2,0,0,1,0,1,0
"862",1,0,1,0,0,0,1,0,1,1
"863",0,0,0,0,0,0,0,0,0,0
"864",1,0,0,0,1,0,1,1,1,2
"865",1,0,0,1,0,0,0,2,1,2
"866",0,0,0,0,0,2,0,0,2,0
"867",1,0,0,0,0,0,0,3,0,4
"868",0,1,0,0,1,0,0,1,0,2
"869",1,0,0,0,0,0,0,0,1,0
"870",1,0,0,0,1,0,0,1,1,1
"871",0,0,0,0,0,0,1,1,0,1
"872",1,0,1,1,0,0,1,3,1,2
"873",1,0,0,0,0,0,0,1,1,0
"874",0,0,0,0,0,0,0,0,0,1
"875",1,0,0,2,1,1,1,0,1,1
"876",0,0,0,0,0,0,0,1,0,2
"877",0,0,0,0,0,0,0,0,1,1
"878",0,0,0,1,0,0,0,1,1,1
"879",1,1,0,1,1,0,0,3,2,3
"880",0,0,0,0,0,0,0,0,0,0
"881",1,0,1,0,0,0,0,0,1,0
"882",0,1,0,0,0,0,0,0,0,1
"883",0,1,0,0,1,0,0,1,0,1
"884",2,1,0,1,1,2,0,0,2,2
"885",1,0,0,1,0,0,1,1,1,1
"886",0,1,0,0,1,0,0,1,0,2
"887",1,0,0,1,0,0,1,1,1,1
"888",0,0,0,0,0,0,0,0,0,0
"889",0,0,0,0,0,0,0,0,0,0
"890",0,0,0,0,0,0,0,0,0,2
"891",1,0,0,1,0,0,1,1,1,3
"892",0,1,0,0,0,0,0,0,0,1
"893",0,1,0,0,0,0,0,3,0,1
"894",0,0,0,0,0,0,0,0,0,0
"895",1,1,0,1,0,0,0,2,0,2
"896",0,1,0,0,0,0,0,1,1,0
"897",2,1,1,1,0,0,0,1,1,1
"898",1,1,2,1,1,0,1,1,2,1
"899",0,0,0,0,0,1,0,1,1,1
"900",0,0,1,0,0,0,0,1,0,0
"901",0,0,0,1,0,1,0,1,1,2
"902",0,0,0,0,0,1,0,0,1,2
"903",1,0,0,0,0,0,0,0,0,0
"904",0,0,0,0,1,0,0,1,0,1
"905",0,0,0,0,0,0,0,0,0,1
"906",2,1,0,3,0,0,0,0,3,0
"907",0,0,0,0,0,0,0,1,0,2
"908",0,1,0,0,0,0,0,1,1,0
"909",0,1,0,1,0,0,0,1,0,1
"910",0,0,1,0,0,0,0,0,2,0
"911",0,1,0,0,1,0,0,0,0,2
"912",0,0,0,1,0,0,0,1,2,0
"913",0,0,0,0,0,0,0,0,0,1
"914",0,1,0,0,0,1,0,1,1,1
"915",0,0,0,0,0,0,0,0,0,0
"916",1,0,0,1,0,0,0,0,1,0
"917",0,0,0,0,0,0,0,1,0,1
"918",0,0,0,0,0,0,1,2,0,1
"919",1,1,1,1,0,0,0,0,2,1
"920",0,0,0,0,0,0,0,2,0,1
"921",1,1,0,0,1,1,1,1,1,1
"922",0,0,0,0,0,0,0,1,0,0
"923",0,0,1,0,0,0,0,2,0,1
"924",0,0,0,0,0,1,0,1,1,1
"925",1,0,0,1,0,0,1,0,1,0
"926",0,0,0,0,0,0,0,0,0,0
"927",0,0,0,0,0,0,0,2,0,2
"928",0,2,0,0,1,0,1,2,0,1
"929",0,1,0,2,0,0,0,1,1,1
"930",0,0,0,0,0,0,1,0,0,0
"931",0,0,0,0,0,0,0,1,0,0
"932",0,0,0,1,0,1,0,0,0,0
"933",0,1,0,0,0,0,0,0,0,0
"934",2,0,0,1,0,0,0,1,2,2
"935",1,0,0,0,0,1,1,1,1,1
"936",0,0,0,0,0,0,0,0,0,1
"937",1,0,0,1,0,0,1,1,1,0
"938",0,0,0,0,0,0,0,0,0,0
"939",1,0,1,1,0,1,0,1,1,1
"940",0,1,0,0,0,0,0,1,0,0
"941",0,1,0,0,1,0,0,1,0,1
"942",0,2,0,0,2,0,1,1,0,3
"943",0,1,0,1,0,1,1,0,2,0
"944",1,0,1,1,0,1,0,1,2,0
"945",1,0,1,0,0,1,1,0,1,0
"946",2,0,0,2,0,0,0,0,2,1
"947",0,0,0,1,0,0,0,0,0,2
"948",0,0,0,0,0,0,0,0,0,0
"949",0,1,0,0,0,0,0,0,0,0
"950",0,1,0,1,0,0,0,0,1,0
"951",0,0,0,0,0,0,0,0,0,0
"952",0,0,0,0,0,0,0,0,1,0
"953",0,2,0,0,1,0,0,1,0,1
"954",1,0,0,1,0,1,2,2,1,1
"955",0,0,0,0,0,0,0,1,0,1
"956",0,1,0,0,0,0,0,0,0,0
"957",0,1,0,0,0,0,0,1,1,1
"958",0,0,0,0,0,0,0,2,1,1
"959",2,0,2,2,0,2,0,0,2,2
"960",0,0,0,0,0,0,0,0,0,1
"961",1,0,0,1,0,0,0,1,1,1
"962",1,0,0,1,0,0,0,0,2,0
"963",0,0,0,0,0,0,0,0,0,0
"964",0,0,0,0,0,1,0,0,1,3
"965",2,0,0,1,0,0,0,1,2,0
"966",2,1,0,0,1,1,1,2,1,1
"967",0,0,0,1,0,1,0,0,1,0
"968",0,0,0,1,1,0,1,0,1,2
"969",0,1,0,0,0,0,0,1,1,1
"970",0,0,0,0,0,0,0,1,0,0
"971",1,1,0,0,1,0,1,2,0,1
"972",2,0,1,1,0,0,2,0,2,0
"973",0,0,0,0,1,0,0,1,0,1
"974",0,0,0,0,0,0,0,0,0,0
"975",1,0,0,0,0,0,0,0,2,0
"976",1,0,0,2,0,2,2,0,3,0
"977",0,0,0,0,0,0,0,0,0,0
"978",0,0,0,0,0,0,0,0,0,0
"979",0,0,0,0,0,0,0,0,0,0
"980",0,0,0,0,0,0,0,0,1,0
"981",1,0,0,1,0,0,0,1,1,0
"982",1,1,1,0,0,0,0,2,2,3
"983",2,0,0,1,0,0,0,0,2,0
"984",0,0,0,1,1,0,1,0,0,1
"985",0,2,0,0,1,0,0,3,1,2
"986",0,0,1,0,0,0,0,1,1,0
"987",1,1,0,1,1,0,0,0,1,2
"988",1,1,0,1,1,0,0,2,1,1
"989",0,0,0,0,0,0,0,0,0,0
"990",0,0,0,0,0,0,0,0,0,0
"991",0,0,1,1,0,1,0,0,1,0
"992",1,0,0,1,0,0,0,0,1,0
"993",0,1,0,1,0,0,0,0,0,0
"994",0,1,0,0,1,0,0,2,0,2
"995",0,0,0,0,0,0,0,0,0,0
"996",0,1,0,0,0,0,0,0,0,0
"997",0,0,0,0,0,0,0,2,0,3
"998",0,1,0,0,1,0,0,0,0,1
"999",0,1,1,0,0,1,0,0,1,1
"1000",0,1,0,0,1,0,1,1,0,1
"1001",0,0,0,0,0,0,1,2,0,1
"1002",4,0,3,6,0,3,0,2,5,3
"1003",0,2,0,0,1,1,1,0,1,1
"1004",0,0,0,0,0,0,0,0,0,0
"1005",0,0,0,0,0,0,0,1,0,0
"1006",0,1,1,1,0,0,0,0,2,0
"1007",0,0,0,0,0,0,0,0,0,0
"1008",0,0,0,0,0,0,0,0,0,0
"1009",0,1,0,0,0,0,0,1,0,2
"1010",0,0,0,0,1,0,0,2,0,2
"1011",1,0,0,1,0,1,0,0,2,0
"1012",0,0,0,0,0,1,0,1,1,0
"1013",0,0,0,0,0,0,0,0,0,1
"1014",0,1,0,0,1,0,1,1,0,1
"1015",0,0,1,1,0,0,0,1,1,2
"1016",0,0,0,0,0,0,0,0,0,0
"1017",0,0,0,1,0,0,0,0,1,0
"1018",2,1,1,2,0,1,0,0,2,0
"1019",1,3,1,0,2,0,1,2,0,2
"1020",0,1,1,1,1,0,0,0,2,2
"1021",0,1,0,0,0,0,0,1,0,1
"1022",0,0,0,1,0,0,0,0,1,1
"1023",0,0,0,0,0,1,0,1,1,0
"1024",0,0,0,0,0,0,0,0,0,1
"1025",0,0,0,0,0,1,0,0,0,1
"1026",0,0,0,0,0,0,0,0,0,0
"1027",1,0,1,1,0,2,1,0,1,2
"1028",0,2,0,0,1,0,2,1,0,2
"1029",1,0,1,1,0,0,0,0,1,0
"1030",1,0,0,1,0,1,0,0,2,2
"1031",1,0,2,0,0,1,0,1,2,0
"1032",1,1,0,1,1,0,0,2,1,1
"1033",2,0,1,2,0,1,1,1,2,1
"1034",0,0,0,0,0,0,0,0,0,0
"1035",0,0,0,0,0,0,1,0,0,0
"1036",0,0,0,0,0,0,0,0,0,0
"1037",1,0,0,0,0,0,0,1,0,1
"1038",0,0,0,0,0,0,0,1,0,0
"1039",1,1,0,3,0,1,1,2,4,0
"1040",1,1,0,2,0,0,2,1,1,1
"1041",1,1,0,0,0,0,0,0,1,0
"1042",0,0,0,0,0,0,0,1,1,1
"1043",0,0,0,0,0,0,0,0,1,0
"1044",0,2,0,0,1,0,0,1,0,2
"1045",0,0,0,1,0,2,0,0,2,0
"1046",0,1,0,1,0,0,0,0,2,1
"1047",1,0,0,1,0,1,0,0,1,1
"1048",0,0,1,0,0,0,0,1,1,0
"1049",1,0,0,1,0,0,0,0,1,0
"1050",1,0,0,2,0,1,1,0,2,1
"1051",0,0,0,0,0,0,0,0,0,0
"1052",0,0,1,0,0,0,0,1,1,0
"1053",0,1,2,1,0,1,0,1,2,0
"1054",0,3,0,0,2,1,1,0,0,2
"1055",0,1,0,0,1,0,1,2,0,1
"1056",0,0,0,0,0,0,0,0,0,0
"1057",0,0,0,0,0,1,0,0,1,2
"1058",0,1,0,0,2,0,2,2,0,2
"1059",0,0,0,0,0,0,0,0,0,1
"1060",0,0,0,0,1,0,0,1,0,1
"1061",0,0,0,1,0,0,0,1,0,1
"1062",0,1,0,0,0,0,0,0,1,0
"1063",0,1,1,0,0,0,0,0,1,1
"1064",0,0,0,0,0,0,1,0,0,1
"1065",0,1,0,0,0,0,1,0,1,1
"1066",0,0,0,0,0,0,1,0,1,0
"1067",1,1,1,3,0,2,0,2,2,2
"1068",0,0,0,0,0,0,0,0,0,1
"1069",1,0,0,1,0,0,0,0,1,0
"1070",0,1,0,0,0,1,0,1,1,0
"1071",0,0,0,0,0,0,0,0,0,1
"1072",0,1,0,0,1,0,0,1,1,1
"1073",1,0,0,1,0,0,0,1,0,0
"1074",1,1,1,2,0,1,0,0,2,1
"1075",0,0,0,2,0,0,0,2,1,2
"1076",0,0,0,0,0,0,0,2,0,1
"1077",0,0,1,1,0,0,0,1,1,0
"1078",0,0,0,0,0,0,0,0,0,1
"1079",1,0,0,1,0,0,0,0,2,2
"1080",0,1,0,0,0,0,1,2,0,0
"1081",0,1,0,0,1,1,1,1,0,1
"1082",0,1,0,0,0,0,1,2,0,2
"1083",0,1,0,0,1,0,0,1,0,1
"1084",0,0,0,0,0,0,0,1,0,1
"1085",0,0,0,0,0,0,0,0,0,0
"1086",0,0,0,0,0,0,0,1,0,0
"1087",0,0,1,1,0,1,0,0,2,1
"1088",0,0,1,0,0,0,0,0,1,0
"1089",0,0,0,0,1,0,0,4,0,3
"1090",0,1,0,0,1,0,0,1,0,1
"1091",0,0,0,0,0,0,0,1,1,2
"1092",0,0,0,1,0,0,1,2,0,2
"1093",0,0,0,0,0,0,0,0,0,0
"1094",1,1,0,1,0,0,0,1,1,1
"1095",0,0,0,0,0,0,0,0,0,0
"1096",0,0,0,0,0,0,0,1,0,2
"1097",1,1,2,0,1,1,0,0,2,1
"1098",0,0,0,0,0,0,0,0,0,1
"1099",0,0,0,0,0,0,0,0,0,3
"1100",0,0,1,0,0,0,0,0,1,0
"1101",1,0,1,1,0,0,0,0,2,0
"1102",2,0,0,1,0,0,0,0,1,1
"1103",1,1,1,2,1,1,0,2,1,2
"1104",0,0,0,1,0,1,1,1,1,0
"1105",0,0,0,0,0,0,0,0,0,1
"1106",1,3,0,1,1,0,1,1,0,2
"1107",0,2,0,0,2,1,1,1,0,2
"1108",0,2,0,0,1,0,0,2,1,1
"1109",1,1,0,1,1,1,1,2,1,2
"1110",0,0,0,0,0,0,0,1,0,0
"1111",0,0,0,1,0,0,1,0,0,0
"1112",0,1,0,0,1,0,1,1,0,1
"1113",0,0,0,0,0,0,0,0,0,1
"1114",0,1,0,0,0,0,0,1,0,0
"1115",0,0,0,0,0,0,0,0,0,0
"1116",1,1,1,1,0,1,1,0,1,0
"1117",0,3,0,0,3,1,2,2,0,3
"1118",0,0,0,0,0,0,1,0,1,0
"1119",0,0,0,0,0,0,0,2,0,4
"1120",0,0,0,0,0,0,0,0,0,0
"1121",0,0,0,0,0,0,0,1,0,0
"1122",0,2,0,0,0,0,0,2,0,1
"1123",0,2,0,0,1,0,2,1,0,1
"1124",0,0,0,0,0,0,0,1,0,0
"1125",2,0,0,2,1,2,0,2,2,1
"1126",0,0,0,0,1,0,0,1,0,2
"1127",0,0,0,0,0,1,0,0,1,1
"1128",3,0,0,3,0,1,0,0,3,0
"1129",0,0,0,0,0,0,0,0,0,1
"1130",0,1,0,0,0,0,0,0,0,0
"1131",0,2,0,1,1,0,0,1,0,1
"1132",0,2,0,0,2,1,1,1,0,2
"1133",0,0,0,1,0,0,0,1,0,0
"1134",1,0,0,1,0,0,0,1,1,0
"1135",0,0,1,1,0,1,0,0,1,0
"1136",0,1,1,0,1,0,1,1,0,2
"1137",1,0,0,0,0,1,0,1,1,1
"1138",0,1,2,1,0,1,0,1,2,0
"1139",0,2,0,0,1,2,0,3,2,2
"1140",0,0,0,1,0,1,1,1,1,1
"1141",0,1,0,0,1,0,1,1,0,3
"1142",0,0,0,1,1,1,0,3,1,3
"1143",0,0,0,0,0,0,0,0,0,1
"1144",0,1,0,0,0,0,1,2,0,2
"1145",0,1,0,2,1,0,1,2,1,3
"1146",0,0,0,0,0,1,1,0,1,0
"1147",0,1,1,0,0,0,0,1,0,0
"1148",1,0,1,1,0,1,0,0,1,0
"1149",1,0,0,1,0,1,0,1,1,0
"1150",1,1,0,0,1,0,0,2,1,1
"1151",0,1,0,0,0,0,0,1,0,1
"1152",0,1,0,1,0,0,0,1,1,1
"1153",0,0,0,0,0,0,0,0,0,1
"1154",0,1,0,0,0,0,1,3,0,1
"1155",0,0,0,0,0,0,0,1,0,0
"1156",0,0,0,0,1,0,0,1,0,1
"1157",0,0,0,0,0,0,0,0,0,1
"1158",0,0,0,0,0,0,0,0,0,0
"1159",0,1,0,2,1,2,0,3,1,4
"1160",1,0,1,1,0,2,0,0,2,0
"1161",0,0,0,0,0,0,0,1,0,2
"1162",0,0,0,0,0,1,0,0,2,0
"1163",0,0,0,1,0,0,1,0,0,0
"1164",0,0,0,0,0,0,0,0,1,0
"1165",2,1,0,2,0,2,0,0,2,0
"1166",0,1,0,0,2,0,0,2,1,3
"1167",0,0,0,0,0,0,0,2,0,1
"1168",0,0,0,0,0,1,1,0,1,0
"1169",0,0,0,0,0,0,1,2,0,1
"1170",0,0,0,0,0,0,0,1,0,0
"1171",1,0,1,2,0,0,0,1,1,0
"1172",0,0,0,0,0,0,1,3,0,1
"1173",1,0,0,1,0,0,0,0,2,0
"1174",0,0,0,0,0,0,0,0,0,1
"1175",0,0,0,0,0,0,0,0,0,0
"1176",0,1,0,1,1,1,0,1,1,2
"1177",0,0,0,0,0,0,0,0,0,0
"1178",0,0,0,0,0,0,0,0,0,0
"1179",0,0,0,0,2,1,0,1,1,3
"1180",1,0,0,1,0,0,0,3,1,2
"1181",0,0,0,0,0,0,1,0,0,1
"1182",0,0,0,0,0,0,0,1,0,1
"1183",0,0,0,1,0,0,0,1,1,1
"1184",0,3,0,1,1,0,1,1,1,2
"1185",1,0,0,1,0,0,0,1,1,0
"1186",1,2,0,0,1,1,1,1,1,2
"1187",0,2,0,2,1,2,1,1,2,1
"1188",1,0,0,0,0,0,0,0,2,0
"1189",0,1,0,0,1,0,0,1,1,1
"1190",0,0,0,0,2,0,0,2,1,2
"1191",1,1,0,1,1,1,1,2,1,2
"1192",1,1,0,0,1,0,1,1,1,2
"1193",0,0,0,0,0,0,0,0,0,0
"1194",0,0,0,1,0,1,0,1,1,3
"1195",1,1,1,1,1,1,0,1,1,1
"1196",0,0,0,0,0,0,1,3,0,2
"1197",0,1,0,0,1,0,1,1,0,1
"1198",0,1,0,0,0,0,1,0,1,1
